Date,Open,High,Low,Close,Adj Close,Volume
15-02-06,45.342724,49.237793,45.342724,48.532425,43.034695,178152
16-02-06,48.798637,50.675735,47.472431,48.377945,42.897709,195742
17-02-06,47.206219,47.916443,46.780666,47.211075,41.863022,53953
20-02-06,45.266941,48.798637,45.266941,48.417778,42.933025,29940
21-02-06,47.384018,48.941463,47.384018,48.608208,43.101894,81619
22-02-06,50.400776,50.400776,48.812241,49.194073,43.621384,96770
23-02-06,50.134563,51.021618,49.424339,49.673061,44.046112,73601
24-02-06,50.134563,50.706825,49.247509,49.885838,44.234791,128306
27-02-06,50.578575,50.635899,49.690552,50.343452,44.640568,82298
28-02-06,50.134563,50.134563,46.186058,48.812241,43.28281,67158
01-03-06,48.004856,49.775078,47.472431,48.409035,42.925278,113320
02-03-06,48.891911,51.731842,48.803497,51.008015,45.229847,1166438
03-03-06,51.021618,51.021618,50.445469,51.017731,45.238457,43053
06-03-06,50.933205,51.908672,50.933205,51.341267,45.525345,67055
07-03-06,51.46563,51.797913,51.021618,51.629826,45.781216,46058
08-03-06,50.848675,51.904785,50.848675,51.190674,45.391804,46758
09-03-06,51.460773,51.460773,48.945347,50.578575,44.849052,33759
10-03-06,47.117805,51.5453,46.53194,51.252853,45.446941,104190
13-03-06,50.777748,51.46563,49.690552,49.96162,44.301983,125630
14-03-06,48.993927,49.335922,48.488705,48.750061,43.227673,25196
16-03-06,48.715084,48.803497,47.472431,47.738644,42.330822,23487
17-03-06,44.858875,47.916443,44.858875,46.390087,41.135029,81588
20-03-06,46.495991,46.585377,45.254311,45.44474,40.296776,18680
21-03-06,46.137478,46.137478,44.367256,44.548943,39.502453,74208
22-03-06,44.367256,46.665047,44.189457,45.742046,40.560406,91356
23-03-06,46.940002,47.7299,45.738159,46.407578,41.150539,25587
24-03-06,48.350739,50.400776,44.898712,49.686665,44.05817,105312
27-03-06,49.335922,50.01506,46.331795,48.511051,43.015736,61034
28-03-06,45.973282,49.247509,45.963566,47.947533,42.516052,52224
29-03-06,47.827057,49.690552,47.472431,47.916443,42.488491,121461
30-03-06,47.916443,48.359486,46.700024,47.104202,41.768253,20245
31-03-06,46.851589,49.513721,46.146221,47.494778,42.114594,42137
03-04-06,46.585377,47.560844,46.495991,47.246052,41.894035,45307
04-04-06,47.441341,49.690552,46.495991,49.216419,43.641201,121935
05-04-06,49.247509,49.513721,47.472431,48.288559,42.818447,81290
07-04-06,46.154968,48.670391,46.141365,46.469761,41.205696,76504
10-04-06,46.585377,47.916443,46.150108,47.401505,42.031879,96564
12-04-06,46.141365,48.981297,46.141365,47.441341,42.067204,83173
13-04-06,46.372601,47.379158,44.189457,45.985912,40.776638,64842
17-04-06,46.052952,47.028419,44.27787,44.685936,39.623936,56526
18-04-06,44.499393,46.141365,44.499393,45.852806,40.658619,43197
19-04-06,49.335922,49.335922,45.254311,45.311634,40.178741,94094
20-04-06,45.431141,46.585377,44.721886,45.072624,39.966812,37464
21-04-06,45.298031,46.319164,44.410976,45.648773,40.477692,93785
24-04-06,45.431141,46.137478,44.544086,45.56036,40.399288,45534
25-04-06,44.810299,45.254311,44.367256,44.654846,39.596355,28705
26-04-06,45.608936,45.608936,44.011658,44.295361,39.277592,56104
27-04-06,44.850132,44.850132,43.39082,43.492832,38.565975,41036
28-04-06,43.479233,43.657032,42.148167,42.569832,37.74754,47788
02-05-06,43.479233,44.367256,42.592178,42.97401,38.105927,26122
03-05-06,44.340054,44.628613,43.479233,44.407093,39.376675,45256
04-05-06,44.367256,47.916443,44.011658,46.820499,41.516682,92406
05-05-06,46.67379,47.818314,46.67379,46.798153,41.496876,77049
08-05-06,45.626427,46.940002,44.544086,45.418507,40.273514,63051
09-05-06,44.996841,45.431141,44.832645,45.254311,40.127918,31968
10-05-06,46.447414,46.447414,44.744232,44.912315,39.824661,5702
11-05-06,44.810299,45.254311,44.300217,44.33131,39.309475,53171
12-05-06,45.254311,45.254311,43.568619,44.1982,39.191437,24135
15-05-06,44.27787,44.27787,41.212532,42.955551,38.089561,73426
16-05-06,44.35754,44.367256,40.000973,42.01506,37.255596,55291
17-05-06,42.592178,43.523926,42.592178,43.421909,38.503086,154480
18-05-06,43.479233,43.479233,39.752247,40.315762,35.748806,305327
19-05-06,39.752247,39.925186,36.913284,39.060478,34.635712,362265
22-05-06,36.558659,39.042992,36.558659,38.643673,34.26614,125969
23-05-06,35.679379,41.615738,35.679379,39.051735,34.627979,86817
24-05-06,38.154968,39.042992,36.558659,36.992954,32.802399,15479
25-05-06,34.301674,45.450569,34.301674,45.018215,39.918564,88536
26-05-06,42.592178,42.592178,38.603836,39.517124,35.040642,33080
29-05-06,43.39082,43.39082,39.148895,42.073353,37.307304,49825
30-05-06,43.479233,43.479233,40.511051,42.614525,37.787163,25309
31-05-06,42.592178,42.592178,39.486034,40.240952,35.682472,94886
01-06-06,38.687393,40.187515,37.711926,37.813942,33.530384,16148
02-06-06,37.534126,39.042992,34.614525,38.363857,34.018013,33666
05-06-06,39.752247,39.841633,37.001701,37.081367,32.880802,3159
06-06-06,36.913284,36.913284,33.736214,34.530968,30.619307,5043
07-06-06,35.138206,36.380859,27.685207,30.883654,27.385166,67292
08-06-06,30.524168,30.613552,24.71217,26.482389,23.482477,176567
09-06-06,25.737186,31.633713,25.732328,30.031576,26.62961,60993
12-06-06,28.935633,28.935633,26.620354,27.205246,24.123446,28417
13-06-06,26.620354,29.637114,24.845276,26.624241,23.608261,67940
14-06-06,26.53097,28.567404,24.845276,25.710955,22.798433,16056
15-06-06,26.797182,27.862036,25.918873,27.445227,24.336239,29807
16-06-06,28.838474,30.613552,26.620354,28.581005,25.343363,24547
19-06-06,30.16954,34.299732,27.95142,34.016029,30.162701,201424
20-06-06,35.049793,39.486034,32.840416,35.404419,31.393818,289208
21-06-06,35.227592,36.380859,34.517368,35.165413,31.181887,35787
22-06-06,35.493805,36.20306,33.364101,34.769978,30.831247,15675
23-06-06,33.243622,33.940247,32.60918,32.959923,29.226231,19092
26-06-06,36.913284,36.913284,32.56546,32.968666,29.233992,11887
27-06-06,31.863977,33.053192,29.734272,31.247995,27.708233,38493
28-06-06,30.178286,32.476074,29.459314,31.491863,27.924475,9911
29-06-06,32.476074,35.848434,32.476074,35.009956,31.431934,343615
30-06-06,36.797668,37.267914,35.449112,36.576145,32.838058,611992
03-07-06,36.824871,36.824871,35.493805,35.537525,31.905588,17764
04-07-06,36.735489,36.824871,35.493805,35.493805,31.866335,9541
05-07-06,35.493805,37.179501,35.493805,36.726742,32.973267,19144
06-07-06,36.292446,36.380859,35.777508,35.852318,32.188206,1574
07-07-06,35.936848,35.936848,33.8256,35.143066,31.551437,15376
10-07-06,35.493805,35.493805,33.860577,33.887783,30.424448,7328
11-07-06,34.002426,34.162739,32.831673,33.248482,29.850481,44803
12-07-06,33.274715,34.073353,32.121449,32.61404,29.280876,22509
13-07-06,33.718727,34.517368,32.964779,33.452515,30.033661,31937
14-07-06,34.420208,34.695168,33.274715,33.931503,30.463697,52862
17-07-06,31.855234,33.274715,31.597765,32.4547,29.137829,553324
18-07-06,34.073353,34.073353,32.413895,33.230991,29.83478,329843
19-07-06,33.452515,33.452515,31.953363,32.219578,28.926731,12752
20-07-06,32.033031,33.053192,31.943647,32.374058,29.06542,6515
21-07-06,32.56546,32.56546,30.568859,31.052708,27.879114,17672
24-07-06,30.356085,30.96818,30.356085,30.905998,27.747402,2439
25-07-06,32.272041,34.069469,32.205975,33.061939,29.683002,44000
26-07-06,33.097885,33.364101,32.126305,32.764633,29.416082,18011
27-07-06,32.831673,33.718727,32.831673,33.435024,30.017963,41705
28-07-06,31.331553,35.049793,31.331553,34.774837,31.220844,63237
31-07-06,34.605782,36.380859,34.605782,35.653145,32.009388,68352
01-08-06,35.670631,35.670631,34.605782,35.14695,31.554924,8038
02-08-06,35.400536,35.493805,34.517368,34.707794,31.160656,13709
03-08-06,34.716541,34.716541,33.909157,33.914017,30.448,10467
04-08-06,34.251152,34.605782,33.940247,34.206463,30.710558,5496
07-08-06,34.565945,34.605782,33.80714,33.962593,30.491613,11887
08-08-06,34.339565,34.339565,32.831673,33.656548,30.216845,17764
09-08-06,34.118046,34.118046,33.674034,33.83823,30.379957,4312
10-08-06,34.508621,34.508621,33.630314,33.705124,30.260456,14666
11-08-06,34.588291,34.588291,33.718727,34.246296,30.746323,16951
14-08-06,33.754677,34.605782,33.754677,34.361916,30.850128,3849
16-08-06,37.179501,37.179501,33.896526,34.730145,31.180719,17260
17-08-06,35.404419,35.404419,34.073353,34.290989,30.786442,1821
18-08-06,34.339565,34.393005,33.319408,33.319408,29.914156,5156
21-08-06,33.319408,34.335682,33.319408,34.069469,30.587564,6813
22-08-06,33.896526,34.109303,33.274715,33.554527,30.125246,6813
23-08-06,33.386448,35.404419,33.386448,35.049793,31.467699,31690
24-08-06,34.695168,35.049793,34.628128,34.907944,31.340345,5928
25-08-06,34.894341,34.916687,34.871994,34.907944,31.340345,2624
28-08-06,34.614525,35.049793,34.605782,34.942921,31.371754,10271
29-08-06,34.614525,34.99247,34.605782,34.605782,31.069061,25793
30-08-06,34.624241,34.871994,34.605782,34.605782,31.069061,183607
31-08-06,34.605782,34.916687,34.605782,34.645615,31.10483,14759
01-09-06,34.614525,34.871994,34.614525,34.778721,31.224329,5969
04-09-06,34.605782,34.703911,34.605782,34.619385,31.081278,5146
05-09-06,34.614525,34.632984,34.605782,34.614525,31.076916,76957
06-09-06,34.695168,34.695168,34.605782,34.610638,31.073433,9479
07-09-06,34.614525,34.819527,34.614525,34.716541,31.168503,14306
08-09-06,34.619385,34.778721,34.605782,34.614525,31.076916,19586
11-09-06,34.712654,35.848434,34.614525,35.04105,31.459845,10982
12-09-06,35.316006,35.316006,34.605782,34.614525,31.076916,12371
13-09-06,34.614525,35.049793,34.614525,34.823414,31.264448,3931
14-09-06,34.951664,35.049793,34.716541,34.92543,31.356043,19411
15-09-06,34.614525,34.792324,34.614525,34.721397,31.172863,8820
18-09-06,35.493805,35.493805,34.712654,34.837017,31.276674,10807
19-09-06,34.837017,34.837017,34.428951,34.601894,31.065578,120010
20-09-06,34.605782,34.854504,34.605782,34.605782,31.069061,122079
21-09-06,34.783581,34.783581,34.605782,34.605782,31.069061,10910
22-09-06,34.695168,34.868107,34.605782,34.868107,31.304581,21511
25-09-06,34.605782,35.049793,34.605782,34.624241,31.085642,26636
26-09-06,36.20306,36.20306,34.605782,34.610638,31.073433,13616
27-09-06,34.632984,35.138206,34.344425,34.605782,31.069061,171431
28-09-06,34.605782,34.96138,34.605782,34.605782,31.069061,12402
29-09-06,34.605782,35.049793,34.605782,34.605782,31.069061,85005
03-10-06,34.655331,35.049793,34.610638,34.610638,31.073433,6124
04-10-06,35.316006,35.316006,34.605782,34.605782,31.069061,4147
05-10-06,34.610638,35.493805,34.610638,35.449112,31.82621,41056
06-10-06,35.493805,35.493805,35.049793,35.15181,31.559284,4199
09-10-06,34.605782,35.932961,34.605782,34.854504,31.292362,8367
10-10-06,34.792324,35.222736,34.614525,34.703911,31.157162,6926
11-10-06,34.695168,35.044933,34.605782,34.605782,31.069061,16395
12-10-06,34.628128,34.761234,34.605782,34.624241,31.085642,3653
13-10-06,35.129463,35.134319,34.605782,34.619385,31.081278,9963
16-10-06,34.632984,35.404419,34.605782,34.605782,31.069061,8769
17-10-06,35.404419,35.404419,34.605782,34.614525,31.076916,16262
18-10-06,34.871994,35.217876,34.605782,35.027447,31.447639,67848
19-10-06,35.404419,35.404419,34.605782,34.605782,31.069061,6618
20-10-06,34.610638,35.484089,34.610638,35.098373,31.511312,2083232
23-10-06,35.31115,35.31115,34.871994,34.871994,31.308067,16087
26-10-06,34.871994,35.027447,34.871994,34.871994,31.308067,5557
27-10-06,34.695168,35.03619,34.605782,34.605782,31.069061,29837
30-10-06,34.614525,35.04105,34.605782,34.605782,31.069061,9592
31-10-06,34.947777,41.261112,34.605782,38.253098,34.343628,353969
01-11-06,39.309204,39.309204,38.154968,38.332767,34.41515,83770
02-11-06,38.944862,40.817101,38.692249,40.307018,36.187626,188568
03-11-06,41.705124,43.479233,40.821957,42.946804,38.557629,521232
06-11-06,43.302402,43.302402,41.869324,42.13942,37.83276,76761
07-11-06,42.503765,42.592178,37.880009,38.204517,34.300007,175548
08-11-06,38.24435,39.930046,37.445713,38.190914,34.2878,83276
09-11-06,39.122662,39.122662,36.824871,37.219334,33.415508,91510
10-11-06,37.179501,38.057808,36.474133,37.51178,33.67807,71522
13-11-06,38.251152,39.834831,37.056107,37.687637,33.835953,235152
14-11-06,37.415592,37.88681,36.045666,36.405148,32.68454,202185
15-11-06,35.972794,36.142822,33.908184,35.365559,31.751192,149272
16-11-06,34.782608,36.133106,34.782608,35.885353,32.217869,188887
17-11-06,34.986641,36.822929,33.908184,35.851349,32.187336,143796
20-11-06,35.559872,36.244839,34.976925,35.744473,32.091381,45708
21-11-06,35.365559,35.948505,34.214233,34.452271,30.931238,20770
22-11-06,34.21909,34.393974,33.534126,34.092785,30.608494,27964
23-11-06,34.296818,37.600193,34.01506,36.317707,32.606033,135830
24-11-06,37.600193,37.600193,34.976925,35.316978,31.707579,26050
27-11-06,36.531452,36.531452,34.976925,35.355843,31.742476,16920
28-11-06,35.943649,35.943649,34.117077,35.064365,31.480774,36281
29-11-06,35.098373,35.098373,34.491135,34.933205,31.36302,26081
30-11-06,34.782608,34.782608,34.393974,34.40369,30.887621,14162
01-12-06,33.519554,34.491135,33.519554,33.650715,30.211609,17147
04-12-06,33.422394,34.389118,33.422394,34.049065,30.569242,26667
05-12-06,34.102501,34.102501,33.718727,33.893612,30.429674,11486
06-12-06,33.334953,34.491135,33.334953,34.049065,30.569242,11115
07-12-06,33.325237,34.199657,33.325237,33.611855,30.176723,62722
08-12-06,33.796452,33.796452,33.03862,33.407822,29.99354,8738
11-12-06,33.422394,33.713867,33.033764,33.577847,30.146187,38668
12-12-06,33.519554,33.995628,33.519554,33.626427,30.1898,35879
13-12-06,33.519554,33.616711,33.519554,33.602139,30.167994,53438
14-12-06,33.52441,34.350254,33.52441,34.019917,30.543074,47561
15-12-06,33.237793,33.985912,33.237793,33.723583,30.277027,43568
18-12-06,34.102501,34.248238,33.713867,34.01506,30.538713,20173
19-12-06,37.711926,37.891666,34.005344,34.044205,30.564882,36301
20-12-06,34.685452,34.685452,34.005344,34.495991,30.970491,26400
21-12-06,34.199657,35.846489,34.005344,35.360699,31.746828,168899
22-12-06,35.559872,35.851349,35.462715,35.705608,32.056488,274645
26-12-06,35.817341,35.817341,34.491135,35.180958,31.585459,184410
27-12-06,34.102501,35.559872,34.102501,35.001213,31.42408,172934
28-12-06,35.180958,35.559872,35.030361,35.404419,31.786077,279554
29-12-06,35.472431,35.919357,34.976925,35.574448,31.938732,215895
02-01-07,35.851349,35.948505,34.976925,35.054649,31.472063,22128
03-01-07,35.948505,36.142822,35.365559,35.953365,32.278927,475369
04-01-07,35.997086,36.133106,35.948505,35.98251,32.305084,207568
05-01-07,35.948505,37.201847,35.948505,37.080399,33.290775,433808
08-01-07,36.580032,37.114403,36.434296,36.769493,33.011646,712127
09-01-07,36.303131,36.968666,36.288559,36.905514,33.133759,311306
10-01-07,36.531452,36.920086,36.337139,36.589748,32.850273,606207
11-01-07,35.074081,36.52174,35.074081,36.434296,32.710705,200827
12-01-07,37.386448,37.386448,35.584164,35.793053,32.134998,86168
15-01-07,35.948505,36.822929,35.564732,36.453728,32.728146,275252
16-01-07,40.223461,40.223461,37.405876,38.124847,34.228493,373051
17-01-07,38.756374,38.858391,37.216419,37.371872,33.552456,77770
18-01-07,37.891666,39.149864,36.920086,38.353168,34.433464,104118
19-01-07,37.891666,38.571774,36.487732,37.44474,33.617882,36106
22-01-07,38.085983,38.37746,37.405876,37.940247,34.062744,45513
23-01-07,36.968666,38.275444,36.920086,38.158852,34.259007,17785
24-01-07,37.405876,37.920815,37.405876,37.75079,33.892647,6916
25-01-07,36.094242,37.697353,36.094242,36.686909,32.937504,34593
29-01-07,35.482147,38.37746,35.482147,37.114403,33.321312,38123
31-01-07,37.405876,37.405876,35.773621,36.11853,32.427216,33563
01-02-07,35.948505,36.327423,35.462715,36.006802,32.326897,44525
02-02-07,35.093513,36.628613,35.093513,36.07967,32.392326,126463
05-02-07,36.07967,36.230263,34.612579,35.861061,32.196056,558224
06-02-07,34.996357,36.045666,34.996357,35.938789,32.265842,10055
07-02-07,35.948505,37.201847,35.083797,35.739616,32.087025,215257
08-02-07,35.861061,36.822929,35.10323,35.623028,31.982353,71450
09-02-07,36.920086,42.749573,36.920086,42.020889,37.726349,1771812
12-02-07,42.147194,43.52684,39.285889,41.948021,37.660919,746926
13-02-07,41.75856,43.721157,40.325478,42.079182,37.778687,381985
14-02-07,41.957737,41.957737,40.097157,40.607239,36.457184,163403
15-02-07,41.195045,41.777992,40.621811,41.311634,37.089588,180304
19-02-07,41.000729,41.583675,40.029148,41.243622,37.028519,357180
20-02-07,40.330338,41.573959,40.330338,41.209618,36.997993,142211
21-02-07,41.680836,41.75856,40.616955,41.306774,37.08522,312078
22-02-07,41.428223,41.486519,40.034004,40.995869,36.806087,40665
23-02-07,41.097885,42.652416,40.519794,40.840416,36.666519,156795
26-02-07,42.652416,42.652416,40.806412,41.452515,37.216053,37238
27-02-07,40.451786,41.578819,40.451786,41.394218,37.163727,36126
28-02-07,38.863251,40.806412,38.095699,39.179012,35.174904,57071
01-03-07,38.863251,39.829971,37.405876,38.503765,34.568684,61075
02-03-07,39.353897,40.388634,37.561333,40.286617,36.169315,41396
05-03-07,37.891666,38.863251,36.444012,38.440613,34.511978,199571
06-03-07,37.405876,39.349041,37.405876,39.028419,35.039711,103449
07-03-07,38.960407,39.057568,35.224678,36.924946,33.151215,36476
08-03-07,36.439156,38.863251,36.439156,38.625214,34.677708,26986
09-03-07,38.76609,39.829971,37.143551,39.154724,35.153103,94351
12-03-07,39.349041,39.737675,36.929802,39.363613,35.340637,63422
13-03-07,39.815399,39.815399,38.668934,39.519066,35.480209,26256
14-03-07,40.029148,40.029148,38.620354,39.723099,35.663391,47808
15-03-07,39.125576,39.349041,38.105415,38.649502,34.699516,23991
16-03-07,38.2803,39.931988,38.2803,39.55793,35.515102,32966
19-03-07,38.37746,40.126305,38.37746,39.713383,35.654667,16879
20-03-07,39.154724,42.258926,39.067284,41.292202,37.072132,92447
21-03-07,41.292202,41.972309,39.820255,41.326206,37.102657,49167
22-03-07,40.514938,40.903568,40.029148,40.48579,36.348133,13411
23-03-07,40.34491,40.806412,39.834831,40.471214,36.335045,27233
26-03-07,40.320621,40.903568,39.548214,40.272041,36.156235,42374
28-03-07,40.126305,41.204762,40.029148,40.859848,36.683964,207115
29-03-07,40.320621,41.583675,40.126305,40.97644,36.788647,62166
30-03-07,40.806412,41.777992,40.806412,41.297058,37.076496,53623
02-04-07,39.349041,41.331066,39.349041,40.981297,36.792999,222657
03-04-07,40.806412,41.292202,40.612095,41.185329,36.976185,37969
04-04-07,40.8307,40.8307,39.640514,40.082584,35.986145,10580
05-04-07,39.057568,39.931988,39.057568,39.60651,35.558716,6978
09-04-07,40.806412,40.806412,39.349041,40.029148,35.938156,13318
10-04-07,39.742531,40.709255,39.742531,40.378918,36.252186,21336
11-04-07,40.126305,40.801556,39.349041,40.306049,36.186764,134646
12-04-07,40.383774,41.870293,40.383774,41.535099,37.290207,146647
13-04-07,41.248482,41.486519,40.340054,40.782124,36.614185,51822
16-04-07,41.297058,41.486519,41.292202,41.297058,37.076496,31237
17-04-07,41.292202,41.777992,41.292202,41.292202,37.072132,37917
18-04-07,42.069469,42.749573,41.292202,41.306774,37.08522,37125
19-04-07,41.195045,41.389362,41.029877,41.292202,37.072132,5382
20-04-07,41.292202,41.729416,41.292202,41.374786,37.146278,5527
23-04-07,41.297058,41.651688,41.292202,41.292202,37.072132,4847
24-04-07,41.423367,41.452515,41.292202,41.301918,37.080849,5485
25-04-07,41.301918,41.340782,41.292202,41.297058,37.076496,5681
26-04-07,41.292202,41.598251,41.195045,41.195045,36.984913,5125
27-04-07,41.292202,41.486519,41.000729,41.000729,36.810444,6340
30-04-07,41.777992,41.777992,41.000729,41.000729,36.810444,7142
03-05-07,41.287346,43.711441,40.417778,42.399803,38.066532,109213
04-05-07,41.496235,43.721157,41.496235,41.773136,37.503914,42384
07-05-07,42.263783,42.263783,41.102745,41.520523,37.277115,16745
08-05-07,40.709255,42.516396,40.709255,41.345638,37.120106,10333
09-05-07,40.806412,40.806412,39.95142,40.796696,36.62727,69464
10-05-07,41.292202,42.846733,41.292202,41.525383,37.281479,61158
11-05-07,42.739861,44.770462,42.263783,43.760017,39.287739,158000
14-05-07,46.052952,46.140392,44.702454,45.173672,40.556915,162096
15-05-07,46.150108,50.133591,44.31382,48.855965,43.862877,340846
16-05-07,49.545784,49.545784,45.217392,45.67889,41.010509,302548
17-05-07,54.40855,54.40855,40.514938,42.24921,37.931335,1640017
18-05-07,39.65023,42.749573,39.65023,41.452515,37.216053,204861
21-05-07,43.138206,43.138206,39.829971,40.223461,36.112614,151670
22-05-07,40.126305,40.223461,37.998543,38.936119,34.956844,495233
23-05-07,37.459316,41.190186,37.459316,40.587807,36.439724,345066
24-05-07,40.223461,40.320621,38.183144,38.965263,34.983006,231282
25-05-07,39.543358,39.543358,36.045666,38.979839,34.996094,508336
28-05-07,36.444012,40.315762,36.444012,39.193588,35.188,124209
29-05-07,39.60165,40.029148,38.571774,38.974979,34.991734,109604
30-05-07,38.960407,39.349041,36.920086,37.561333,33.722557,132999
31-05-07,37.561333,38.960407,36.434296,37.983967,34.102001,79818
01-06-07,39.834831,40.320621,38.149136,38.790382,34.825996,180087
04-06-07,39.640514,39.640514,37.503036,38.003399,34.119438,104139
05-06-07,36.531452,39.232449,36.531452,38.858391,34.887062,105240
06-06-07,39.737675,39.834831,38.202576,38.664074,34.712605,63535
07-06-07,38.668934,39.008987,38.085983,38.882683,34.908863,97511
08-06-07,38.085983,38.843819,37.464172,38.217148,34.311344,31031
11-06-07,37.313576,38.76609,37.313576,38.032547,34.145618,739186
12-06-07,38.474617,39.057568,36.142822,37.911098,34.036579,130920
13-06-07,37.410736,38.37746,36.550884,37.114403,33.321312,169414
14-06-07,37.30872,38.358028,37.162983,37.964539,34.084557,170135
15-06-07,37.88681,38.110275,37.337868,37.83823,33.971153,229872
18-06-07,37.503036,37.867378,36.482876,36.861794,33.094509,65974
19-06-07,37.260139,37.260139,36.682049,36.91523,33.142498,44268
20-06-07,36.920086,37.114403,35.948505,36.317707,32.606033,305316
21-06-07,36.434296,36.434296,35.948505,36.327423,32.614758,148119
22-06-07,36.094242,36.230263,35.365559,35.822201,32.16116,232908
25-06-07,35.754189,36.531452,35.282974,35.666748,32.021599,75320
26-06-07,35.948505,35.948505,34.495991,34.972069,31.397915,221134
27-06-07,35.462715,37.891666,35.074081,36.327423,32.614758,603119
28-06-07,36.434296,37.891666,36.337139,36.856934,33.357796,256808
29-06-07,36.337139,37.30872,36.337139,36.774349,33.283051,25525
02-07-07,36.929802,37.114403,36.531452,36.886082,33.384178,42116
03-07-07,36.920086,37.211559,36.337139,36.686909,33.203918,37454
04-07-07,36.920086,36.920086,35.851349,35.953365,32.540012,40820
05-07-07,36.269127,36.61404,35.074081,35.59388,32.214653,60036
06-07-07,35.462715,35.462715,34.976925,35.229534,31.884903,62475
09-07-07,35.948505,36.434296,35.316978,35.482147,32.113525,68064
10-07-07,35.938789,36.327423,35.462715,35.623028,32.241039,120422
11-07-07,34.491135,37.211559,34.491135,36.487732,33.023647,175939
12-07-07,36.91523,36.920086,35.948505,36.17197,32.737858,140183
13-07-07,37.211559,37.88195,36.201118,36.453728,32.992863,221041
16-07-07,35.948505,36.920086,35.948505,36.463444,33.001667,84151
17-07-07,36.798637,37.39616,36.725773,37.099831,33.577641,109748
18-07-07,37.109547,37.109547,36.356571,36.458588,32.997265,108843
19-07-07,36.550884,37.88195,36.546028,37.629341,34.056873,86086
20-07-07,37.629341,37.891666,37.405876,37.405876,33.854626,57226
23-07-07,37.162983,37.891666,37.162983,37.556473,33.990921,23940
24-07-07,37.697353,37.88195,37.405876,37.488461,33.929371,126227
25-07-07,37.891666,37.891666,36.531452,36.973522,33.463318,9870
26-07-07,37.784794,37.784794,36.920086,36.963806,33.454517,10241
27-07-07,36.822929,36.822929,36.050522,36.575176,33.102791,18433
30-07-07,36.667477,36.667477,35.176098,35.59388,32.214653,51225
31-07-07,35.948505,36.725773,35.904785,36.011658,32.59277,236809
01-08-07,35.559872,36.920086,35.496719,36.239979,32.799416,121070
02-08-07,36.725773,37.211559,36.536312,36.774349,33.283051,30105
03-08-07,36.920086,36.920086,35.948505,36.07481,32.649929,1471384
06-08-07,36.337139,36.337139,35.365559,35.773621,32.377335,9314
07-08-07,36.453728,36.920086,35.948505,36.618896,33.142361,40830
08-08-07,36.725773,36.774349,35.948505,35.997086,32.579582,11558
09-08-07,36.725773,36.725773,35.948505,36.439156,32.979679,34757
10-08-07,36.434296,36.434296,35.462715,35.967937,32.553204,26132
13-08-07,36.628613,38.37746,36.628613,37.949963,34.347061,92838
14-08-07,37.891666,37.891666,36.934662,37.775078,34.188774,89874
16-08-07,37.697353,37.891666,35.579304,35.870777,32.465267,6968
17-08-07,35.759048,36.434296,34.005344,35.467571,32.10033,41262
20-08-07,34.588291,36.327423,34.588291,35.234394,31.889303,11702
21-08-07,35.171242,35.559872,34.831188,34.938061,31.621094,17147
22-08-07,32.664562,34.991497,32.664562,34.495991,31.220993,11609
23-08-07,37.405876,37.405876,34.005344,34.481419,31.207804,53099
24-08-07,34.204517,34.481419,34.005344,34.121933,30.882458,5835
27-08-07,33.13092,37.697353,33.13092,35.219818,31.876106,68980
28-08-07,36.337139,36.385715,35.030361,35.380131,32.021198,16581
29-08-07,33.077484,36.142822,33.077484,35.909641,32.500443,15716
30-08-07,34.976925,36.434296,34.976925,35.963078,32.548809,27203
31-08-07,37.206703,37.39616,36.371143,36.570316,33.098381,20214
03-09-07,36.434296,36.434296,35.462715,35.666748,32.280602,14059
04-09-07,35.948505,36.434296,35.657032,35.831917,32.430092,19473
05-09-07,35.948505,36.045666,35.268398,35.316978,31.964043,23312
06-09-07,35.316978,35.657032,34.976925,34.991497,31.669458,9829
07-09-07,34.685452,35.948505,34.588291,34.641727,31.352892,48652
10-09-07,34.641727,35.647316,34.393974,34.957493,31.63868,52275
11-09-07,34.976925,35.316978,34.564003,35.069225,31.739811,49486
12-09-07,34.976925,35.341267,34.855476,34.976925,31.656275,6021
13-09-07,34.685452,35.171242,34.685452,34.991497,31.669458,10961
14-09-07,35.452999,35.627884,34.976925,35.24411,31.898092,43074
17-09-07,35.754189,35.754189,34.112217,34.670876,31.379278,13442
18-09-07,34.102501,35.064365,34.102501,35.006073,31.682657,17270
19-09-07,36.142822,36.142822,34.821472,34.996357,31.673859,43629
20-09-07,35.462715,35.462715,34.976925,34.996357,31.673859,20307
21-09-07,35.559872,35.559872,34.976925,34.976925,31.656275,61950
24-09-07,34.481419,35.462715,34.481419,35.074081,31.744205,1366391
25-09-07,36.434296,36.434296,33.811028,34.962353,31.64308,30270
26-09-07,35.448139,35.448139,34.831188,34.952637,31.634291,56968
27-09-07,35.899925,35.899925,34.393974,34.986641,31.665062,68301
28-09-07,34.976925,36.920086,34.685452,35.409279,32.047577,276713
01-10-07,33.519554,35.360699,33.519554,34.500851,31.225401,20142
03-10-07,34.782608,34.976925,33.237793,33.456402,30.280111,59233
04-10-07,35.462715,35.462715,33.325237,34.180229,30.935217,93322
05-10-07,34.491135,34.874908,33.626427,34.282246,31.027546,50422
08-10-07,34.393974,35.171242,33.665291,34.967209,31.647478,169754
09-10-07,34.005344,35.462715,34.005344,35.321835,31.968443,152246
